ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,dpnm,ratio_PAY_AMT1_to_BILL_AMT2,ratio_PAY_AMT2_to_BILL_AMT3,ratio_PAY_AMT3_to_BILL_AMT4,ratio_PAY_AMT4_to_BILL_AMT5,ratio_PAY_AMT5_to_BILL_AMT6,ratio_BILL_LIMIT1,ratio_BILL_LIMIT2,ratio_BILL_LIMIT3,ratio_BILL_LIMIT4,ratio_BILL_LIMIT5,ratio_BILL_LIMIT6
15908,110000,2,4,2,32,3,2,0,0,0,0,109655,98133,95391,79409,78014,77709,3500,3515,3307,3014,3009,4000,0,3.5665882017262285,3.684833999014582,4.164515357201324,3.8634091316943113,3.8721383623518513,99.68636363636364,89.21181818181819,86.71909090909091,72.19,70.92181818181818,70.64454545454547
15909,50000,2,2,1,32,0,0,0,0,0,0,49330,49547,49740,50275,20089,19964,2150,2100,2097,1289,712,713,0,4.339314186529961,4.2219541616405305,4.171059174540029,6.4164468116879885,3.5664195551993587,98.66,99.09400000000001,99.48,100.55000000000001,40.178000000000004,39.928000000000004
15910,50000,2,3,2,28,1,3,3,2,2,2,40527,42066,41126,40165,42683,43843,2500,0,0,3200,2000,1700,0,5.943041886559216,0.0,0.0,7.497130004919991,4.561731633328011,81.054,84.13199999999999,82.25200000000001,80.33,85.366,87.68599999999999
15911,240000,2,2,2,29,0,0,0,0,0,0,17486,16262,6046,3774,889,5474,5005,3000,1000,18,5000,2500,0,30.77727216824499,49.61958319550116,26.497085320614733,2.0247469066366706,91.34088417975886,7.285833333333333,6.775833333333334,2.519166666666667,1.5725,0.37041666666666667,2.2808333333333333
15912,200000,2,1,2,29,-2,-2,-2,-2,-2,-2,56555,0,0,3941,16405,-150,0,0,3941,16405,0,2477,0,,,100.0,100.0,,28.2775,0.0,0.0,1.9705,8.2025,0.0
15913,90000,2,3,1,29,0,0,0,0,0,0,91116,89047,91595,88197,59822,55345,3500,4000,3002,1974,2000,5000,0,3.9305086078138514,4.367050603198865,3.4037438915155844,3.299789375146267,3.6136959074893844,101.24,98.94111111111111,101.77222222222223,97.99666666666667,66.46888888888888,61.49444444444444
15914,20000,2,2,1,29,0,0,0,-1,-1,-1,3138,4090,2060,780,1000,0,1030,1000,780,1000,0,0,1,25.183374083129586,48.54368932038835,100.0,100.0,,15.690000000000001,20.45,10.299999999999999,3.9,5.0,0.0
15916,290000,2,2,2,30,-1,-1,2,-1,-1,-2,4479,8025,3499,3264,-550,-550,15499,0,3302,0,0,1250,0,193.13395638629282,0.0,101.16421568627452,,,1.5444827586206897,2.7672413793103448,1.206551724137931,1.1255172413793102,0.0,0.0
15917,20000,2,2,1,30,0,0,0,-1,-1,-2,18354,16419,10419,780,0,0,1225,1015,780,0,0,0,1,7.460868505999148,9.741817832805452,100.0,,,91.77,82.095,52.095,3.9,0.0,0.0
15918,200000,2,2,2,31,0,0,0,0,0,0,101431,102604,125731,120465,118759,119378,5000,30000,5809,4002,4500,4100,0,4.8731043624030255,23.860464006490044,4.822147511725397,3.3698498640103067,3.769538775988876,50.715500000000006,51.30200000000001,62.8655,60.2325,59.37949999999999,59.689
15919,130000,2,1,1,31,0,0,0,0,0,0,128319,131825,127949,129357,126999,126719,6300,4800,5000,4700,5000,5000,0,4.779063151905936,3.751494736183948,3.865272076501465,3.7008165418625345,3.9457382081613654,98.70692307692308,101.40384615384615,98.4223076923077,99.50538461538461,97.69153846153846,97.47615384615385
15920,10000,2,2,2,27,2,0,0,0,0,0,6694,7546,8345,8688,8865,9046,1124,1207,1000,177,181,0,0,14.895308772859794,14.463750748951467,11.51012891344383,1.996615905245347,2.0008843687817817,66.94,75.46000000000001,83.45,86.88,88.64999999999999,90.46
15921,210000,2,1,2,28,0,0,0,0,0,0,74235,74108,59594,51877,44293,38215,4000,5000,2000,2540,3000,3000,0,5.397527932207049,8.390106386548982,3.8552730497137455,5.734540446571693,7.850320554755987,35.35,35.28952380952381,28.378095238095234,24.703333333333333,21.09190476190476,18.19761904761905
15922,130000,2,2,1,28,0,0,0,0,0,0,115303,113502,111651,102622,96723,98827,4157,4168,5025,3223,4105,4000,0,3.6624905288012544,3.7330610563273052,4.896610863167742,3.332196065051746,4.153723172817146,88.69461538461539,87.30923076923077,85.88538461538462,78.94,74.40230769230769,76.02076923076923
15923,80000,2,2,1,29,2,2,2,2,0,0,82074,79440,102872,49043,23962,23283,0,4300,0,1000,5000,1000,1,0.0,4.179951784742204,0.0,4.173274351055838,21.474895846755143,102.5925,99.3,128.59,61.30375,29.952499999999997,29.10375
15924,410000,2,1,1,37,0,0,0,0,0,-1,54326,23223,25865,21619,19336,1433,5000,15014,5034,10006,1433,371,0,21.530379365284418,58.04755461047748,23.28507331513946,51.748034753827056,100.0,13.250243902439024,5.664146341463415,6.308536585365854,5.272926829268293,4.71609756097561,0.34951219512195125
15925,60000,2,2,1,31,0,0,2,2,2,2,37549,40603,39676,42407,41428,45576,4000,0,3700,0,5000,2000,1,9.851488806245843,0.0,8.72497465041149,0.0,10.970686326136562,62.58166666666667,67.67166666666667,66.12666666666667,70.67833333333333,69.04666666666667,75.96000000000001
15927,320000,2,2,1,32,0,0,0,0,0,0,101121,86781,74909,55472,53699,46313,5800,9805,5006,3704,12860,13201,0,6.683490625828234,13.08921491409577,9.02437265647534,6.897707592320155,27.767581456610458,31.6003125,27.119062500000002,23.4090625,17.335,16.7809375,14.472812500000002
15928,80000,2,2,1,32,-1,-1,-1,0,0,-1,8592,4000,6881,7697,3333,3063,4000,6881,5003,3000,3063,0,0,100.0,100.0,64.99935039625828,90.00900090009,100.0,10.74,5.0,8.60125,9.62125,4.16625,3.8287500000000003
15929,210000,2,2,1,32,0,0,0,0,-1,-1,189307,194602,199963,205137,84877,83899,8438,10000,10000,84890,2948,3497,0,4.336029434435411,5.000925171156664,4.874790993336161,100.01531628120692,3.513748674000882,90.14619047619048,92.66761904761904,95.22047619047619,97.6842857142857,40.41761904761905,39.951904761904764
15930,60000,2,2,1,32,2,2,2,2,2,2,20524,21584,22437,22771,23099,23583,1700,1500,1000,1000,1000,0,1,7.876204595997034,6.685385746757588,4.391550656536823,4.32919173990216,4.240342619683671,34.20666666666667,35.973333333333336,37.395,37.95166666666667,38.498333333333335,39.305
15931,310000,2,2,1,29,-2,-2,-2,-2,-2,-2,13158,1062,8805,3024,0,0,1062,8805,3087,0,0,3240,0,100.0,100.0,102.08333333333333,,,4.244516129032258,0.34258064516129033,2.8403225806451613,0.9754838709677419,0.0,0.0
15932,130000,2,2,2,25,-2,-1,0,0,0,0,51734,77751,93696,79187,116374,120793,77817,79000,3382,103001,6000,4514,0,100.084886368021,84.31523224043715,4.270903052268681,88.50860157767198,4.9671752502214535,39.79538461538461,59.80846153846154,72.07384615384615,60.91307692307693,89.51846153846154,92.9176923076923
15933,60000,2,2,2,26,0,0,0,0,0,0,58117,53986,47413,36527,28170,28963,2400,2050,2011,1200,1400,1200,0,4.445597006631349,4.323708687490773,5.505516467270786,4.259850905218317,4.833753409522494,96.86166666666666,89.97666666666667,79.02166666666666,60.87833333333334,46.949999999999996,48.27166666666667
15934,30000,2,2,2,29,0,0,0,0,0,0,25167,25299,22912,14940,9365,1280,1414,1415,1002,200,104,0,0,5.589153721490968,6.1758030726256985,6.706827309236949,2.1356113187399894,8.125,83.89,84.33,76.37333333333333,49.8,31.216666666666665,4.266666666666667
15935,150000,2,2,2,25,-1,-1,-1,-1,0,-1,1344,1041,2021,4495,15145,525,1041,2021,4495,10650,525,0,0,100.0,100.0,100.0,70.32023770221195,100.0,0.8959999999999999,0.694,1.3473333333333333,2.9966666666666666,10.096666666666666,0.35000000000000003
15936,30000,2,2,1,25,2,2,2,2,2,2,28766,27183,30023,29243,31262,30327,0,3600,0,2800,0,1080,1,0.0,11.99080704792992,0.0,8.956560680698612,0.0,95.88666666666667,90.61,100.07666666666665,97.47666666666667,104.20666666666666,101.08999999999999
15937,130000,2,2,2,42,0,0,0,-1,-1,-1,49363,47432,94050,21000,858,2160,5026,5000,21000,858,2160,200,0,10.596221959858324,5.31632110579479,100.0,100.0,100.0,37.971538461538465,36.48615384615385,72.34615384615385,16.153846153846153,0.66,1.6615384615384614
15938,50000,2,2,2,26,1,2,2,2,2,3,18253,20539,20616,20977,23287,22637,2900,700,1000,2970,0,0,0,14.119480013632602,3.395421032207994,4.767125899795014,12.753897024090694,0.0,36.506,41.077999999999996,41.232,41.954,46.574,45.274
15939,170000,2,2,2,27,0,0,0,0,0,0,80848,83678,28461,13263,3637,4814,8000,2000,1000,1000,2000,1000,0,9.56045794593561,7.027159973296793,7.539772298876573,27.495188342040144,41.54549231408392,47.55764705882353,49.222352941176474,16.741764705882353,7.801764705882352,2.1394117647058826,2.831764705882353
15940,30000,2,2,1,32,1,3,2,0,0,2,27807,27078,26363,27379,28953,28354,0,0,1758,2332,0,1400,1,0.0,0.0,6.420979582891998,8.054433046661831,0.0,92.69,90.25999999999999,87.87666666666667,91.26333333333334,96.50999999999999,94.51333333333334
15941,250000,2,3,1,32,-1,-1,-1,-1,-1,-1,860,860,860,860,440,1280,860,860,860,440,1280,440,0,100.0,100.0,100.0,100.0,100.0,0.344,0.344,0.344,0.344,0.17600000000000002,0.512
15942,110000,2,2,2,32,3,2,0,0,0,0,108087,103307,103749,78961,76180,76353,0,5100,3411,3003,3000,3001,0,0.0,4.9157100309400565,4.319854105191171,3.9419795221843,3.929118698675887,98.26090909090908,93.91545454545455,94.31727272727272,71.78272727272727,69.25454545454545,69.41181818181819
15943,160000,2,1,2,29,0,0,-1,0,0,0,14023,14224,101479,101454,102861,103921,1450,101505,3600,3700,3800,3500,0,10.194038245219348,100.02562106445669,3.548406174226743,3.597087331447293,3.656623781526352,8.764375000000001,8.89,63.424375,63.408750000000005,64.288125,64.950625
15944,340000,2,1,2,33,0,0,2,0,0,2,63201,68466,64478,67271,62269,56502,8100,0,5000,5000,0,10000,0,11.83068968539129,0.0,7.432623270056935,8.029677688737575,0.0,18.588529411764707,20.13705882352941,18.964117647058824,19.785588235294117,18.31441176470588,16.618235294117646
15945,100000,2,3,1,36,0,0,0,0,0,0,102505,101554,101827,100055,80923,81249,3830,4100,4510,3186,2886,3020,0,3.7713925596234517,4.026436996081589,4.507520863525062,3.937075985813675,3.5520437174611383,102.505,101.55400000000002,101.827,100.055,80.923,81.24900000000001
15946,230000,2,2,2,28,0,0,0,0,0,0,64992,56763,58020,59580,59224,61867,2500,2500,3000,2000,4000,2000,0,4.404277434244138,4.308859014133057,5.0352467270896275,3.377009320545725,6.465482405806003,28.257391304347827,24.679565217391307,25.226086956521737,25.904347826086955,25.749565217391307,26.898695652173917
15948,30000,2,2,1,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0
15949,120000,2,2,2,30,0,0,0,0,0,0,110612,114323,116835,118053,119047,119641,5555,5847,5800,4445,4700,4500,0,4.859039738285385,5.004493516497624,4.913047529499462,3.7338194158609626,3.928419187402312,92.17666666666666,95.26916666666668,97.3625,98.3775,99.20583333333333,99.70083333333334
15950,120000,2,2,2,28,0,0,0,0,0,0,67087,66665,67525,67091,67419,67711,2400,3040,2400,2500,2450,2500,0,3.600090002250056,4.502036282858201,3.577230925161348,3.708153487889171,3.6183190323581105,55.905833333333334,55.554166666666674,56.270833333333336,55.909166666666664,56.182500000000005,56.42583333333333
15951,50000,2,2,1,31,1,3,2,0,0,0,50701,49147,21163,19894,19758,19324,0,507,1300,1000,700,771,1,0.0,2.3956905920710674,6.534633557856641,5.0612410162971955,3.6224384185468845,101.40199999999999,98.294,42.326,39.788000000000004,39.516,38.647999999999996
15952,20000,2,3,2,31,0,0,0,0,0,0,5556,3684,4298,3882,3563,3242,1028,1032,1000,72,369,0,0,27.90445168295331,24.011167985109353,25.75991756826378,2.020769014875105,11.381863047501541,27.779999999999998,18.42,21.490000000000002,19.41,17.815,16.21
15953,500000,2,2,2,30,0,0,0,0,0,0,98618,73464,84741,72510,69053,64841,25464,43095,7522,9065,8841,12000,0,34.66187520418164,50.85495804864233,10.373741552889257,13.12759764239063,13.634891503832453,19.7236,14.6928,16.9482,14.502,13.8106,12.9682
15954,100000,2,1,2,31,-2,-2,-1,-1,0,0,0,-740,740,1480,1480,740,0,2220,1480,740,0,2931,0,,200.0,100.0,50.0,0.0,0.0,0.0,0.74,1.48,1.48,0.74
15955,50000,2,1,2,38,2,2,2,0,0,0,21534,22283,21638,22651,23275,24902,1400,0,1376,1000,2000,0,1,6.28281649688103,0.0,6.07478698512207,4.296455424274973,8.031483414986749,43.068,44.566,43.275999999999996,45.302,46.550000000000004,49.803999999999995
15956,210000,2,1,2,30,0,0,0,0,0,0,7264,8816,10749,5125,5732,9297,2000,2500,2000,1000,4000,4000,0,22.686025408348456,23.25797748627779,39.02439024390244,17.445917655268666,43.02463160159191,3.4590476190476194,4.198095238095238,5.118571428571428,2.4404761904761907,2.7295238095238092,4.427142857142857
15957,50000,2,2,1,30,0,0,0,-2,-2,-2,50425,51400,0,0,0,0,2400,0,0,0,0,0,0,4.669260700389105,,,,,100.85,102.8,0.0,0.0,0.0,0.0
15958,200000,2,3,1,29,2,2,2,2,0,0,128649,131059,132120,128669,131499,143020,6000,4600,0,4800,13700,500,1,4.578090783540238,3.4816833181955795,0.0,3.6502178723792578,9.579079848972171,64.3245,65.5295,66.06,64.33449999999999,65.74950000000001,71.50999999999999
15959,150000,2,2,2,27,-1,-1,-1,-1,-1,0,1745,3384,1555,2126,60092,59831,3384,1555,2126,60092,3000,3000,0,100.0,100.0,100.0,100.0,5.014123113436178,1.1633333333333333,2.2560000000000002,1.0366666666666666,1.4173333333333333,40.06133333333333,39.88733333333334
15960,50000,2,2,1,34,2,0,0,2,2,0,62643,59851,65545,62672,57755,55512,2151,10000,2100,0,2000,1861,1,3.593924913535279,15.25669387443741,3.350778657135563,0.0,3.602824614497766,125.286,119.702,131.09,125.34400000000001,115.51,111.02399999999999
15961,300000,2,1,2,30,0,0,0,0,0,0,217329,206703,203164,164371,161331,154515,8000,20219,7500,6500,7500,6000,0,3.870287320454952,9.952058435549606,4.562848677686453,4.028983890262876,4.853897679836909,72.443,68.901,67.72133333333333,54.79033333333333,53.776999999999994,51.505
15962,120000,2,1,2,31,-1,-1,-1,-1,-1,0,316,316,316,316,632,316,316,316,316,632,0,316,0,100.0,100.0,100.0,100.0,0.0,0.26333333333333336,0.26333333333333336,0.26333333333333336,0.26333333333333336,0.5266666666666667,0.26333333333333336
15963,190000,2,2,2,36,0,0,0,0,0,0,187972,188542,190411,190197,180392,163922,8197,8400,6486,6046,6069,5626,0,4.347572424181349,4.4115098392424805,3.410148425054023,3.351589870947714,3.702370639694489,98.93263157894737,99.23263157894738,100.21631578947367,100.10368421052631,94.94315789473684,86.27473684210526
15964,70000,2,2,1,35,0,0,0,0,0,0,68445,67371,68263,68927,69176,70592,3001,3052,3348,2617,2840,2674,0,4.454438853512639,4.470943263554195,4.857312809203941,3.783103966693651,4.023118766999093,97.77857142857142,96.24428571428571,97.51857142857143,98.46714285714285,98.82285714285715,100.8457142857143
15965,50000,2,2,1,39,2,2,2,2,0,0,78874,74268,66468,56847,50680,26729,4725,1400,0,1545,2022,51000,1,6.362094037809015,2.1062767045796473,0.0,3.048539857932123,7.5648172397021956,157.748,148.536,132.936,113.694,101.36,53.458000000000006
15966,50000,2,2,2,38,0,0,0,0,0,2,31426,23712,18919,24227,25229,12150,1655,1675,15000,2610,0,2000,0,6.979588394062078,8.853533484856493,61.91439303256697,10.34523762336993,0.0,62.852,47.424,37.838,48.454,50.458000000000006,24.3
15967,80000,2,3,1,38,0,0,0,2,0,0,82391,80977,88815,83153,50910,60012,2925,12265,9,1737,1760,1882,0,3.612136779579387,13.809604233519114,0.010823421884959052,3.411903358868592,2.932746783976538,102.98875000000001,101.22125,111.01875000000001,103.94125000000001,63.6375,75.015
15968,30000,2,2,3,35,0,0,0,0,0,0,25952,26657,27972,28628,29005,29817,1440,1750,1390,764,1000,850,1,5.401958209851071,6.256256256256257,4.855386335056588,2.6340286157559043,3.3537914612469395,86.50666666666666,88.85666666666665,93.24,95.42666666666668,96.68333333333334,99.39
15969,140000,2,2,1,41,0,0,0,0,0,2,41814,43616,44710,45661,50880,49934,2500,2100,2000,6000,0,2000,0,5.731841526045487,4.69693580854395,4.380105560544009,11.79245283018868,0.0,29.86714285714286,31.154285714285713,31.935714285714283,32.615,36.34285714285714,35.667142857142856
15970,20000,2,3,1,49,1,2,3,2,0,0,18769,21349,20732,19946,19546,19546,3186,0,0,0,0,0,1,14.923415616656518,0.0,0.0,0.0,0.0,93.845,106.745,103.66,99.72999999999999,97.72999999999999,97.72999999999999
15971,30000,2,2,1,38,0,0,0,-2,-2,-2,6061,3656,0,0,0,0,1007,0,0,0,0,0,1,27.543763676148796,,,,,20.203333333333333,12.186666666666666,0.0,0.0,0.0,0.0
15972,260000,2,3,1,44,0,0,0,0,0,0,148803,137561,130539,112300,105517,108011,5100,5300,4303,3600,4000,4000,0,3.7074461511620296,4.0600893219650835,3.8317008014247556,3.41177251059071,3.7033265130403383,57.231923076923074,52.90807692307692,50.20730769230769,43.19230769230769,40.58346153846154,41.542692307692306
15973,30000,2,1,1,48,0,0,0,2,2,2,25265,26529,30090,28908,30472,29483,2000,4000,0,2400,0,1500,1,7.538919672810886,13.293452974410103,0.0,7.876082961407194,0.0,84.21666666666667,88.42999999999999,100.29999999999998,96.36,101.57333333333334,98.27666666666667
15974,50000,2,2,2,41,1,2,0,0,0,0,49487,48282,39490,27835,23391,24507,0,2000,2537,1500,1500,1500,1,0.0,5.064573309698658,9.1144242859709,6.412722842118764,6.120700208103806,98.97399999999999,96.56400000000001,78.97999999999999,55.669999999999995,46.782000000000004,49.014
15975,50000,2,2,1,35,0,0,0,0,0,0,16053,16024,25350,25738,25948,26163,2000,10000,1500,1000,1000,1500,0,12.481278082875686,39.447731755424066,5.827958660346569,3.853861569292431,3.8221916446890645,32.106,32.048,50.7,51.476,51.896,52.32599999999999
15976,60000,2,3,1,35,1,2,0,0,2,0,10722,10254,15043,19738,19195,19473,0,5000,5000,0,2000,1000,1,0.0,33.238050920694015,25.3318471982977,0.0,10.270631130282956,17.87,17.09,25.071666666666665,32.89666666666667,31.991666666666667,32.455
15977,50000,2,2,1,48,1,2,0,0,0,0,18704,18106,19793,19378,18874,19361,0,2000,1500,1000,2000,1000,1,0.0,10.104582428131158,7.740736918154608,5.29829394934831,10.33004493569547,37.408,36.212,39.586,38.756,37.748,38.722
15978,80000,2,2,1,38,0,0,0,0,0,0,72704,70907,59223,40128,41152,41527,3133,2132,1650,2000,1503,1505,0,4.418463621363194,3.5999527210712055,4.111842105263158,4.8600311041990665,3.619332000866906,90.88000000000001,88.63375,74.02875,50.160000000000004,51.44,51.908750000000005
15979,80000,2,2,1,41,0,0,0,0,0,2,79958,81662,78899,78245,62234,60737,3452,4066,3469,4630,0,2500,1,4.227180328671842,5.1534239977693,4.4335101284427125,7.439663206607321,0.0,99.9475,102.0775,98.62375,97.80624999999999,77.7925,75.92125
15980,100000,2,3,1,40,0,0,0,0,0,0,49328,44045,42373,37088,75672,31645,2038,1994,1457,1205,1162,1131,0,4.627085934839369,4.705826823684894,3.9284943917169977,1.5923987736547203,3.6719860957497232,49.328,44.045,42.373,37.088,75.672,31.645
15981,30000,2,3,1,37,1,2,2,2,0,0,28361,27227,29346,23548,11790,7276,0,3313,108,299,325,0,0,0.0,11.289443194983983,0.45863767623577373,2.536047497879559,4.466739967014844,94.53666666666666,90.75666666666666,97.82,78.49333333333334,39.300000000000004,24.253333333333334
15982,30000,2,2,1,49,0,0,0,0,2,2,23705,24709,25745,27949,27216,29138,1386,1422,2626,0,2351,1033,0,5.609292160751143,5.523402602447077,9.395684997674335,0.0,8.068501613013934,79.01666666666667,82.36333333333333,85.81666666666666,93.16333333333333,90.72,97.12666666666667
15983,30000,2,3,1,46,0,0,0,0,0,2,9847,10857,11877,12891,13960,14082,1181,1201,1215,1284,490,0,0,10.877774707561942,10.111981140018523,9.425180358389575,9.197707736389685,3.4796193722482602,32.82333333333333,36.19,39.589999999999996,42.970000000000006,46.53333333333333,46.94
15984,50000,2,2,1,31,2,4,3,2,0,0,13815,13307,12755,8400,3150,0,0,3,17,0,0,0,1,0.0,0.023520188161505293,0.20238095238095236,0.0,,27.63,26.613999999999997,25.509999999999998,16.8,6.3,0.0
15985,240000,2,2,2,48,0,0,0,0,0,0,234312,231407,233781,220150,190170,194018,9454,10128,8012,6500,7000,7000,1,4.085442531989092,4.3322596789302805,3.6393368158074044,3.4179944260398587,3.607912667896793,97.63,96.41958333333334,97.40875,91.72916666666666,79.23750000000001,80.84083333333332
15986,30000,2,3,1,44,-2,-2,-2,-2,-2,-1,0,0,0,0,0,379,0,0,0,0,379,0,0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,1.2633333333333334
15987,240000,2,2,2,35,0,0,0,-2,-2,-2,15750,12891,0,0,0,0,1005,0,0,0,0,0,0,7.796136839655573,,,,,6.5625,5.371250000000001,0.0,0.0,0.0,0.0
15988,50000,2,2,2,31,2,2,2,2,2,2,28947,30072,30895,31589,32071,32709,1900,1600,1500,1300,1300,1500,1,6.318169725990955,5.178831526136916,4.748488397860014,4.053506282934738,3.974441285273166,57.894,60.144,61.79,63.178,64.142,65.41799999999999
15989,70000,2,1,2,23,0,0,0,0,0,0,7531,8545,9588,10900,46462,47599,1145,1188,1500,36000,2000,1668,1,13.399648917495611,12.390488110137673,13.761467889908257,77.48267401317206,4.20176894472573,10.758571428571429,12.207142857142857,13.697142857142858,15.571428571428573,66.37428571428572,67.99857142857142
15990,80000,2,3,1,28,0,0,0,0,0,0,72561,62691,61652,54602,50011,49701,2300,2809,2104,1708,1768,1807,0,3.668788183311799,4.55621877635762,3.8533387055419213,3.415248645298034,3.557272489487133,90.70125,78.36375,77.065,68.2525,62.51375,62.126250000000006
15991,120000,2,2,2,30,0,0,0,2,2,0,98546,100675,104347,108258,104972,104638,5600,6800,7300,0,4600,3400,0,5.562453439284827,6.51671825735287,6.743150621663065,0.0,4.396108488312085,82.12166666666667,83.89583333333334,86.95583333333333,90.215,87.47666666666667,87.19833333333334
15992,100000,2,3,1,32,0,0,2,2,2,2,32200,37211,36338,37698,38074,40295,5884,0,2270,1300,3000,1700,0,15.812528553384752,0.0,6.021539604223036,3.4144035299679567,7.44509244323117,32.2,37.211,36.338,37.698,38.074000000000005,40.294999999999995
15993,50000,2,2,1,44,0,0,-2,-2,-2,-2,49644,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,99.288,0.0,0.0,0.0,0.0,0.0
15994,320000,2,2,1,39,-1,-1,-1,-1,-1,0,42442,3336,7210,6091,24641,30005,3336,7210,6091,24641,30000,5645,0,100.0,100.0,100.0,100.0,99.98333611064822,13.263125,1.0425,2.253125,1.9034375,7.700312500000001,9.3765625
15995,220000,2,1,1,36,0,0,0,0,0,0,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462,0,3.7059033139327715,4.451926674148896,3.630127561551124,3.578906339791222,3.631211088922824,98.17227272727273,95.67045454545455,98.41499999999999,89.19045454545454,90.96227272727273,92.86909090909091
15996,140000,2,1,2,33,0,0,0,0,0,0,87713,88906,88736,91287,91057,91538,5000,5000,5000,5000,3500,3500,0,5.623917395901289,5.634691669671835,5.477231150108997,5.491066035560143,3.823548690161463,62.652142857142856,63.504285714285714,63.38285714285714,65.205,65.04071428571429,65.38428571428571
15997,140000,2,1,1,37,0,0,0,0,0,0,136431,135134,139178,139900,109665,108129,4849,6703,6120,4015,4042,4057,1,3.5882901416371897,4.816134733937835,4.3745532523230874,3.661149865499476,3.7381276068399782,97.45071428571428,96.52428571428572,99.41285714285715,99.92857142857143,78.33214285714286,77.235
15998,50000,2,2,2,24,-2,-2,-1,2,2,0,0,0,37111,37516,36614,37537,0,37111,1307,0,1509,1388,0,,100.0,3.48384689199275,0.0,4.020033566880678,0.0,0.0,74.222,75.032,73.22800000000001,75.074
15999,60000,2,1,2,25,-1,2,-1,-1,-1,-1,538,269,269,269,0,1257,0,269,269,0,1526,0,1,0.0,100.0,100.0,,121.40015910898964,0.8966666666666666,0.4483333333333333,0.4483333333333333,0.4483333333333333,0.0,2.095
16000,90000,2,2,2,47,0,0,0,0,0,0,81902,71768,72163,27124,27724,28724,3274,2271,1400,1000,1000,1000,0,4.561921747854196,3.147042112994194,5.161480607580003,3.6069831193190014,3.481409274474307,91.00222222222222,79.74222222222222,80.18111111111111,30.13777777777778,30.804444444444446,31.915555555555557
16001,20000,2,2,3,44,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0
16002,130000,2,2,2,29,0,0,2,0,0,0,34529,52868,51457,60045,47696,43677,19000,0,10000,10000,10000,10000,0,35.93856397064387,0.0,16.654176034640685,20.966118752096612,22.895345376285,26.560769230769232,40.66769230769231,39.582307692307694,46.18846153846154,36.68923076923077,33.597692307692306
16003,80000,2,2,1,34,1,2,2,2,0,0,84720,86221,84062,79076,31984,29306,3808,2804,30,1108,1108,1133,1,4.416557451200983,3.3356332230972376,0.037938186048864384,3.464232116058029,3.7807957414863846,105.89999999999999,107.77624999999999,105.0775,98.845,39.98,36.6325
16004,230000,2,2,1,37,0,0,0,0,0,0,126251,128542,122493,124743,127507,121400,4500,4600,4389,4697,4800,4000,0,3.5008012945185234,3.7553166303380605,3.5184339000986027,3.683719325213518,3.9538714991762767,54.89173913043478,55.88782608695653,53.25782608695652,54.23608695652173,55.43782608695652,52.78260869565218
16005,180000,2,2,1,29,0,0,0,0,0,0,25781,26000,26310,26662,26166,26176,1800,1800,1500,1056,950,1000,0,6.923076923076923,6.841505131128849,5.625984547295777,4.035771612015592,3.629278728606357,14.322777777777778,14.444444444444443,14.616666666666667,14.812222222222221,14.536666666666667,14.542222222222223
16006,20000,2,2,2,34,0,-1,-1,-2,-2,-2,17489,3077,0,0,0,0,3077,19837,0,15846,2000,0,0,100.0,,,,,87.445,15.384999999999998,0.0,0.0,0.0,0.0
16007,210000,2,2,1,34,0,0,0,0,2,0,4141,5347,25064,30684,29892,30516,1283,20000,6071,0,1107,1114,0,23.994763418739478,79.79572294924992,19.785555990092558,0.0,3.6276051907196223,1.9719047619047618,2.546190476190476,11.935238095238095,14.611428571428572,14.234285714285713,14.53142857142857
16008,70000,2,2,2,22,2,2,2,2,0,0,69242,71007,72596,70467,48129,47751,3500,3300,0,2000,2000,2000,0,4.9290914980213225,4.545704997520525,0.0,4.155498763739118,4.188393960335909,98.91714285714286,101.43857142857142,103.70857142857145,100.66714285714286,68.75571428571429,68.21571428571428
16009,50000,2,1,2,22,0,0,0,0,0,0,15787,17486,17823,18495,18266,18631,2250,1587,1259,765,773,476,0,12.867436806588127,8.904224877966673,6.807245201405785,4.188109055075002,4.1489989801943,31.574,34.971999999999994,35.646,36.99,36.532,37.262
16010,140000,2,2,1,30,0,0,0,0,0,2,106526,85019,82784,81458,86227,84646,4000,3000,4000,7000,0,4000,0,4.704830684905727,3.62388867413993,4.910506027646149,8.118106857480836,0.0,76.09,60.72785714285715,59.13142857142857,58.18428571428571,61.590714285714284,60.46142857142856
